Data from Capture2__0__16-24-05-238.txt Node

Date: Wed Jul 26 16:24:05 MDT 2023
User: KM Lab
Spectrometer: USB2G13051
Scans to average: 1
Trigger mode: 4
Integration Time (sec): 1.000000E-1
Electric dark correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
463.798	-184.56
464.177	6.44
464.557	4.44
464.937	7.44
465.316	9.44
465.696	12.44
466.075	13.44
466.454	14.44
466.834	7.44
467.213	9.44
467.592	11.44
467.971	12.44
468.35	16.44
468.729	11.44
469.108	14.44
469.487	10.44
469.866	9.44
470.245	13.44
470.623	11.44
471.002	15.44
471.381	15.44
471.759	14.44
472.138	9.44
472.516	11.44
472.895	12.44
473.273	11.44
473.651	13.44
474.03	16.44
474.408	18.44
474.786	12.44
475.164	14.44
475.542	15.44
475.92	14.44
476.298	16.44
476.676	11.44
477.054	17.44
477.432	13.44
477.809	16.44
478.187	12.44
478.565	14.44
478.942	14.44
479.32	11.44
479.697	15.44
480.075	14.44
480.452	19.44
480.829	15.44
481.206	11.44
481.584	17.44
481.961	16.44
482.338	23.44
482.715	18.44
483.092	19.44
483.469	13.44
483.846	11.44
484.222	13.44
484.599	18.44
484.976	17.44
485.353	17.44
485.729	9.44
486.106	14.44
486.482	19.44
486.859	12.44
487.235	16.44
487.611	9.44
487.988	14.44
488.364	21.44
488.74	14.44
489.116	14.44
489.492	16.44
489.868	14.44
490.244	14.44
490.62	17.44
490.996	16.44
491.372	17.44
491.747	16.44
492.123	14.44
492.499	12.44
492.874	14.44
493.25	18.44
493.625	18.44
494.001	15.44
494.376	21.44
494.751	14.44
495.126	22.44
495.502	19.44
495.877	13.44
496.252	18.44
496.627	11.44
497.002	18.44
497.377	11.44
497.752	14.44
498.127	15.44
498.501	13.44
498.876	14.44
499.251	16.44
499.625	17.44
500	16.44
500.374	11.44
500.749	15.44
501.123	18.44
501.497	19.44
501.872	14.44
502.246	13.44
502.62	13.44
502.994	15.44
503.368	13.44
503.742	16.44
504.116	17.44
504.49	13.44
504.864	15.44
505.238	18.44
505.612	15.44
505.985	14.44
506.359	12.44
506.732	18.44
507.106	11.44
507.479	16.44
507.853	18.44
508.226	16.44
508.6	12.44
508.973	9.44
509.346	12.44
509.719	12.44
510.092	13.44
510.465	20.44
510.838	15.44
511.211	13.44
511.584	13.44
511.957	10.44
512.33	17.44
512.702	16.44
513.075	13.44
513.448	11.44
513.82	10.44
514.193	19.44
514.565	11.44
514.938	19.44
515.31	17.44
515.682	17.44
516.054	18.44
516.427	17.44
516.799	10.44
517.171	13.44
517.543	14.44
517.915	18.44
518.287	19.44
518.659	20.44
519.03	10.44
519.402	14.44
519.774	13.44
520.145	17.44
